Timestamp,P (W),S (VA),Q (VAR),Irms (A),Vrms (V),Pf,F (Hz),Appliance
2024-10-27 18:28:11,81.17,89.2,37.0,0.327,273.09,0.91,49.82,fan
2024-10-27 18:28:11,595.51,598.86,63.27,2.181,274.56,0.994,49.82,heater
2024-10-27 18:28:11,912.21,919.22,113.24,3.345,274.77,0.992,49.82,toaster
2024-10-27 18:28:13,80.77,88.69,36.63,0.323,274.3,0.911,49.72,fan
2024-10-27 18:28:13,590.82,594.29,64.13,2.176,273.11,0.994,49.72,heater
2024-10-27 18:28:13,908.88,916.1,114.78,3.34,274.26,0.992,49.72,toaster
2024-10-27 18:28:15,81.24,89.28,37.04,0.325,274.72,0.91,50.36,fan
2024-10-27 18:28:15,593.54,597.31,66.98,2.179,274.18,0.994,50.36,heater
2024-10-27 18:28:15,906.82,913.86,113.22,3.338,273.79,0.992,50.36,toaster
2024-10-27 18:28:17,81.63,89.58,36.9,0.326,274.93,0.911,49.89,fan
2024-10-27 18:28:17,594.09,597.72,65.78,2.18,274.13,0.994,49.89,heater
2024-10-27 18:28:17,908.26,914.83,109.41,3.336,274.26,0.993,49.89,toaster
2024-10-27 18:28:19,81.37,89.29,36.78,0.326,273.82,0.911,49.87,fan
2024-10-27 18:28:19,591.68,595.34,65.93,2.176,273.62,0.994,49.87,heater
2024-10-27 18:28:19,907.33,914.12,111.2,3.338,273.86,0.993,49.87,toaster
2024-10-27 18:28:21,80.58,89.0,37.8,0.325,273.89,0.905,2405.26,fan
2024-10-27 18:28:21,594.65,598.02,63.4,2.178,274.51,0.994,2405.26,heater
2024-10-27 18:28:21,909.26,916.46,114.7,3.342,274.26,0.992,2405.26,toaster
2024-10-27 18:28:23,80.85,89.15,37.57,0.324,274.79,0.907,49.88,fan
2024-10-27 18:28:23,593.61,597.14,64.85,2.179,274.01,0.994,49.88,heater
2024-10-27 18:28:23,910.38,917.24,111.98,3.338,274.79,0.993,49.88,toaster
2024-10-27 18:28:25,81.61,89.32,36.3,0.326,274.23,0.914,4196.55,fan
2024-10-27 18:28:25,591.5,595.14,65.68,2.176,273.51,0.994,4196.55,heater
2024-10-27 18:28:25,904.75,911.29,108.99,3.331,273.57,0.993,4196.55,toaster
2024-10-27 18:28:27,81.98,89.84,36.76,0.327,275.08,0.912,88.21,fan
2024-10-27 18:28:27,590.33,594.28,68.36,2.175,273.18,0.993,88.21,heater
2024-10-27 18:28:27,904.3,910.89,109.33,3.335,273.14,0.993,88.21,toaster
2024-10-27 18:28:29,81.85,90.06,37.56,0.327,275.78,0.909,49.86,fan
2024-10-27 18:28:29,593.85,597.31,64.21,2.181,273.91,0.994,49.86,heater
2024-10-27 18:28:29,909.67,917.27,117.87,3.34,274.61,0.992,49.86,toaster
2024-10-27 18:28:32,81.4,89.27,36.65,0.325,274.78,0.912,49.84,fan
2024-10-27 18:28:32,592.15,596.52,72.02,2.176,274.15,0.993,49.84,heater
2024-10-27 18:28:32,905.23,911.5,106.77,3.338,273.08,0.993,49.84,toaster
2024-10-27 18:28:34,81.89,90.05,37.46,0.328,274.44,0.909,49.89,fan
2024-10-27 18:28:34,593.16,596.89,66.6,2.179,273.97,0.994,49.89,heater
2024-10-27 18:28:34,903.07,910.08,112.76,3.335,272.93,0.992,49.89,toaster
